"CEPSA L-D: 07:00-23:00 1,103 e","CEPSA L-D: 07:00-23:00 1,103 e",-5.95255,37.29638,,,,
"CEPSA L-D: 06:00-22:00 1,096 e","CEPSA L-D: 06:00-22:00 1,096 e",-5.85977,37.32982,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-5.82761,37.34632,,,,
"CEPSA L-D: 06:00-22:00 1,096 e","CEPSA L-D: 06:00-22:00 1,096 e",-5.85397,37.33659,,,,
"CEPSA L-D: 24H 1,097 e","CEPSA L-D: 24H 1,097 e",-6.00069,37.36368,,,,
"CEPSA L-S: 07:30-21:30 1,100 e","CEPSA L-S: 07:30-21:30 1,100 e",-5.98622,37.38272,,,,
"CEPSA L-S: 07:00-22:00 1,101 e","CEPSA L-S: 07:00-22:00 1,101 e",-5.98489,37.38378,,,,
"CEPSA L: 07:00-23:00 1,091 e","CEPSA L: 07:00-23:00 1,091 e",-6.02514,37.36478,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-5.93791,37.38093,,,,
"CEPSA L-S: 06:00-22:00 1,088 e","CEPSA L-S: 06:00-22:00 1,088 e",-5.88108,37.38174,,,,
"CEPSA L-D: 24H 1,099 e","CEPSA L-D: 24H 1,099 e",-5.94338,37.39463,,,,
"CEPSA L: 07:00-22:00 1,090 e","CEPSA L: 07:00-22:00 1,090 e",-6.88219,37.22261,,,,
"CEPSA L-D: 24H 1,102 e","CEPSA L-D: 24H 1,102 e",-6.95211,37.26664,,,,
"CEPSA L-D: 06:30-23:00 1,102 e","CEPSA L-D: 06:30-23:00 1,102 e",-6.91019,37.27277,,,,
"CEPSA L: 6:00-22:00 1,090 e","CEPSA L: 6:00-22:00 1,090 e",-6.88825,37.30297,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-6.80286,37.33161,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-6.78894,37.33411,,,,
"CEPSA L: 06:00-22:00 1,060 e","CEPSA L: 06:00-22:00 1,060 e",-5.55511,37.23482,,,,
"CEPSA L-D: 06:00-22:00 1,098 e","CEPSA L-D: 06:00-22:00 1,098 e",-5.55149,37.24963,,,,
"CEPSA L-D: 24H 1,092 e","CEPSA L-D: 24H 1,092 e",-5.44178,37.28506,,,,
"CEPSA L-S: 6:00-22:00 1,081 e","CEPSA L-S: 6:00-22:00 1,081 e",-5.49683,37.29142,,,,
"CEPSA L-D: 06:00-22:00 1,091 e","CEPSA L-D: 06:00-22:00 1,091 e",-5.41789,37.32172,,,,
"CEPSA L-D: 07:00-22:00 1,088 e","CEPSA L-D: 07:00-22:00 1,088 e",-4.41974,37.26778,,,,
"CEPSA L: 07:00-22:00 1,086 e","CEPSA L: 07:00-22:00 1,086 e",-4.42408,37.41136,,,,
"CEPSA L-D: 24H 1,086 e","CEPSA L-D: 24H 1,086 e",-4.49192,37.41167,,,,
"CEPSA L-S: 07:00-21:00 1,089 e","CEPSA L-S: 07:00-21:00 1,089 e",-4.67758,37.30400,,,,
"CEPSA L-D: 06:00-22:00 1,089 e","CEPSA L-D: 06:00-22:00 1,089 e",-4.77900,37.39061,,,,
"CEPSA L-D: 06:00-22:00 1,089 e","CEPSA L-D: 06:00-22:00 1,089 e",-4.77444,37.39306,,,,
"CEPSA L: 06:30-22:00 1,090 e","CEPSA L: 06:30-22:00 1,090 e",-3.16819,37.34738,,,,
"CEPSA L: 06:00-23:00 1,091 e","CEPSA L: 06:00-23:00 1,091 e",-3.28192,37.35947,,,,
"CEPSA L-D: 08:00-22:00 1,091 e","CEPSA L-D: 08:00-22:00 1,091 e",-3.33444,37.44227,,,,
"CEPSA L-D: 07:00-22:00 1,071 e","CEPSA L-D: 07:00-22:00 1,071 e",-6.54036,37.34822,,,,
"CEPSA L-D: 06:30-22:30 1,162 e","CEPSA L-D: 06:30-22:30 1,162 e",-6.67225,37.36417,,,,
"CEPSA L: 06:30-22:30 1,102 e","CEPSA L: 06:30-22:30 1,102 e",-6.55217,37.38153,,,,
"CEPSA Horario Especial 1,102 e","CEPSA Horario Especial 1,102 e",-6.53903,37.39108,,,,
"CEPSA Horario Especial 1,102 e","CEPSA Horario Especial 1,102 e",-6.39969,37.38703,,,,
"CEPSA L-D: 24H 1,098 e","CEPSA L-D: 24H 1,098 e",-5.96289,37.40358,,,,
"CEPSA L-D: 06:00-23:00 1,096 e","CEPSA L-D: 06:00-23:00 1,096 e",-5.92819,37.41491,,,,
"CEPSA L-D: 07:00-23:00 1,096 e","CEPSA L-D: 07:00-23:00 1,096 e",-5.92919,37.41527,,,,
"CEPSA Horario Especial 1,098 e","CEPSA Horario Especial 1,098 e",-5.96336,37.40417,,,,
"CEPSA L-D: 24H 1,098 e","CEPSA L-D: 24H 1,098 e",-5.95166,37.41557,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-6.10197,37.41599,,,,
"CEPSA Horario Especial 1,098 e","CEPSA Horario Especial 1,098 e",-5.75717,37.42694,,,,
"CEPSA Horario Especial 1,098 e","CEPSA Horario Especial 1,098 e",-5.81239,37.43347,,,,
"CEPSA L-D: 06:00-22:00 1,093 e","CEPSA L-D: 06:00-22:00 1,093 e",-5.99714,37.44883,,,,
"CEPSA L: 06:00-22:00 1,093 e","CEPSA L: 06:00-22:00 1,093 e",-6.00786,37.47939,,,,
"CEPSA L-D: 06:00-22:00 1,084 e","CEPSA L-D: 06:00-22:00 1,084 e",-5.95014,37.48508,,,,
"CEPSA L-D: 07:00-22:00 1,076 e","CEPSA L-D: 07:00-22:00 1,076 e",-5.97831,37.50106,,,,
"CEPSA L-D: 06:00-23:00 1,081 e","CEPSA L-D: 06:00-23:00 1,081 e",-5.98731,37.51207,,,,
"CEPSA L-D: 06:00-10:00 1,085 e","CEPSA L-D: 06:00-10:00 1,085 e",-5.87311,37.58667,,,,
"CEPSA L-D: 24H 1,106 e","CEPSA L-D: 24H 1,106 e",-4.19189,37.44160,,,,
"CEPSA L-D: 06:00-22:00 1,106 e","CEPSA L-D: 06:00-22:00 1,106 e",-4.19194,37.44197,,,,
"CEPSA L-D: 06:00-22:00 1,081 e","CEPSA L-D: 06:00-22:00 1,081 e",-4.07822,37.59114,,,,
"CEPSA L: 06:00-22:00 1,100 e","CEPSA L: 06:00-22:00 1,100 e",-4.33411,37.61622,,,,
"CEPSA L-D: 07:00-23:00 1,092 e","CEPSA L-D: 07:00-23:00 1,092 e",-2.76528,37.49336,,,,
"CEPSA L-D: 06:30-23:00 1,091 e","CEPSA L-D: 06:30-23:00 1,091 e",-2.93197,37.53661,,,,
"CEPSA L: 07:00-22:00 1,095 e","CEPSA L: 07:00-22:00 1,095 e",-2.70689,37.59819,,,,
"CEPSA L-D: 06:00-22:00 1,087 e","CEPSA L-D: 06:00-22:00 1,087 e",-4.65339,37.58092,,,,
"CEPSA E.S. VIRGEN DE LA A L-D: 07:00-23:00 1,087 e","CEPSA E.S. VIRGEN DE LA A L-D: 07:00-23:00 1,087 e",-4.63306,37.58194,,,,
"CEPSA L-D: 07:00-22:00 1,081 e","CEPSA L-D: 07:00-22:00 1,081 e",-4.46731,37.58719,,,,
"CEPSA L-D: 05:00-00:00 1,087 e","CEPSA L-D: 05:00-00:00 1,087 e",-4.72891,37.61072,,,,
"CEPSA L-D: 06:00-22:00 1,081 e","CEPSA L-D: 06:00-22:00 1,081 e",-4.72722,37.66733,,,,
"CEPSA L-D: 07:00-21:00 1,088 e","CEPSA L-D: 07:00-21:00 1,088 e",-4.54967,37.68050,,,,
"CEPSA L-S: 06:00-22:00 1,088 e","CEPSA L-S: 06:00-22:00 1,088 e",-4.49583,37.68828,,,,
"CEPSA L-D: 06:00-22:00 1,068 e","CEPSA L-D: 06:00-22:00 1,068 e",-0.96453,37.59857,,,,
"CEPSA L-D: 24H 1,064 e","CEPSA L-D: 24H 1,064 e",-0.79478,37.62789,,,,
"CEPSA L-D: 24H 1,064 e","CEPSA L-D: 24H 1,064 e",-0.79436,37.62861,,,,
"CEPSA L-D: 24H 1,064 e","CEPSA L-D: 24H 1,064 e",-0.87119,37.64125,,,,
"CEPSA Horario Especial 1,064 e","CEPSA Horario Especial 1,064 e",-0.87103,37.64361,,,,
"CEPSA L-D: 06:00-22:00 1,066 e","CEPSA L-D: 06:00-22:00 1,066 e",-0.96478,37.69108,,,,
"CEPSA L-D: 06:30-22:30 1,074 e","CEPSA L-D: 06:30-22:30 1,074 e",-0.97047,37.75025,,,,
"CEPSA L-D: 24H 1,101 e","CEPSA L-D: 24H 1,101 e",-3.62647,37.67822,,,,
"CEPSA L-D: 24H 1,105 e","CEPSA L-D: 24H 1,105 e",-3.76303,37.77375,,,,
"CEPSA Horario Especial 1,095 e","CEPSA Horario Especial 1,095 e",-3.61197,37.78875,,,,
"CEPSA L-D: 06:00-22:00 1,103 e","CEPSA L-D: 06:00-22:00 1,103 e",-3.77092,37.82394,,,,
"CEPSA L-D: 06:00-22:00 1,103 e","CEPSA L-D: 06:00-22:00 1,103 e",-3.77042,37.82400,,,,
"CEPSA L-D: 24H 1,101 e","CEPSA L-D: 24H 1,101 e",-4.86392,37.71500,,,,
"CEPSA L-D: 24H 1,101 e","CEPSA L-D: 24H 1,101 e",-4.78557,37.86164,,,,
"CEPSA L: 07:00-23:00 1,108 e","CEPSA L: 07:00-23:00 1,108 e",-4.77285,37.87460,,,,
"CEPSA L-D: 24H 1,106 e","CEPSA L-D: 24H 1,106 e",-4.77778,37.89078,,,,
"CEPSA L-D: 24H 1,101 e","CEPSA L-D: 24H 1,101 e",-4.68989,37.89317,,,,
"CEPSA L-D: 06:00-00:00 1,109 e","CEPSA L-D: 06:00-00:00 1,109 e",-4.78358,37.89494,,,,
"CEPSA L-D: 06:00-22:00 1,109 e","CEPSA L-D: 06:00-22:00 1,109 e",-4.75300,37.89617,,,,
"CEPSA L-D: 24H 1,064 e","CEPSA L-D: 24H 1,064 e",-1.16489,37.72367,,,,
"CEPSA L-D: 24H 1,058 e","CEPSA L-D: 24H 1,058 e",-1.10686,37.84317,,,,
"CEPSA L-D: 24H 1,055 e","CEPSA L-D: 24H 1,055 e",-1.07853,37.85806,,,,
"CEPSA L-D: 24H 1,068 e","CEPSA L-D: 24H 1,068 e",-0.83492,37.80847,,,,
"CEPSA L-D: 24H 1,068 e","CEPSA L-D: 24H 1,068 e",-0.79894,37.83017,,,,
"CEPSA L-D: 24H 1,065 e","CEPSA L-D: 24H 1,065 e",-0.78247,37.85983,,,,
"CEPSA L-D: 06:00-22:00 1,065 e","CEPSA L-D: 06:00-22:00 1,065 e",-0.80064,37.87117,,,,
"CEPSA L-D: 06:00-22:00 1,016 e","CEPSA L-D: 06:00-22:00 1,016 e",-0.94361,37.89130,,,,
"CEPSA L-D: 24H 1,083 e","CEPSA L-D: 24H 1,083 e",-0.76083,37.90267,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.71803,37.94325,,,,
"CEPSA L-D: 06:00-22:00 1,083 e","CEPSA L-D: 06:00-22:00 1,083 e",-0.76108,37.90358,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.68744,37.97728,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.68736,37.98692,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.65689,38.02317,,,,
"CEPSA L-D: 06:00-22:00 1,085 e","CEPSA L-D: 06:00-22:00 1,085 e",-4.16497,37.86822,,,,
"CEPSA L-D: 07:00-20:00 1,085 e","CEPSA L-D: 07:00-20:00 1,085 e",-4.06269,38.03105,,,,
"CEPSA L-D: 06:00-22:00 1,085 e","CEPSA L-D: 06:00-22:00 1,085 e",-4.05631,38.03392,,,,
"CEPSA L-D: 24H 1,101 e","CEPSA L-D: 24H 1,101 e",-3.98489,38.04367,,,,
"CEPSA L-D: 06:30-22:30 1,079 e","CEPSA L-D: 06:30-22:30 1,079 e",-2.95661,37.94036,,,,
"CEPSA L-D: 06:00-22:00 1,088 e","CEPSA L-D: 06:00-22:00 1,088 e",-3.10311,38.02877,,,,
"CEPSA L-D: 06:00-22:00 1,089 e","CEPSA L-D: 06:00-22:00 1,089 e",-3.09361,38.11567,,,,
"CEPSA L-D: 24H 1,063 e","CEPSA L-D: 24H 1,063 e",-1.25594,37.94708,,,,
"CEPSA L-D: 06:00-22:00 1,051 e","CEPSA L-D: 06:00-22:00 1,051 e",-1.17556,37.95042,,,,
"CEPSA L-D: 06:00-22:00 1,055 e","CEPSA L-D: 06:00-22:00 1,055 e",-1.11642,37.95514,,,,
"CEPSA L: 06:00-22:00 1,046 e","CEPSA L: 06:00-22:00 1,046 e",-1.11647,37.95519,,,,
"CEPSA L-D: 06:00-22:00 1,064 e","CEPSA L-D: 06:00-22:00 1,064 e",-1.14039,37.96517,,,,
"CEPSA L-D: 24H 1,053 e","CEPSA L-D: 24H 1,053 e",-1.13347,37.97658,,,,
"CEPSA L-D: 24H 1,068 e","CEPSA L-D: 24H 1,068 e",-1.11806,37.99036,,,,
"CEPSA L-D: 06:00-22:00 1,061 e","CEPSA L-D: 06:00-22:00 1,061 e",-1.22569,37.96186,,,,
"CEPSA Horario Especial 1,051 e","CEPSA Horario Especial 1,051 e",-1.21358,37.96768,,,,
"CEPSA L-D: 24H 1,063 e","CEPSA L-D: 24H 1,063 e",-1.20339,37.97294,,,,
"CEPSA L-D: 24H 1,056 e","CEPSA L-D: 24H 1,056 e",-1.24383,38.03689,,,,
"CEPSA L-D: 24H 1,053 e","CEPSA L-D: 24H 1,053 e",-1.07683,38.05175,,,,
"CEPSA L-D: 06:00-22:00 1,056 e","CEPSA L-D: 06:00-22:00 1,056 e",-1.21878,38.06127,,,,
"CEPSA L-D: 06:00-22:00 1,052 e","CEPSA L-D: 06:00-22:00 1,052 e",-1.16511,38.10861,,,,
"CEPSA L-D: 06:00-22:00 1,053 e","CEPSA L-D: 06:00-22:00 1,053 e",-1.10761,38.12242,,,,
"CEPSA L-D: 06:00-22:00 1,097 e","CEPSA L-D: 06:00-22:00 1,097 e",-3.54228,37.95147,,,,
"CEPSA L-D: 06:30-22:00 1,098 e","CEPSA L-D: 06:30-22:00 1,098 e",-3.64311,37.99503,,,,
"CEPSA L-D: 24H 1,098 e","CEPSA L-D: 24H 1,098 e",-3.64047,38.08641,,,,
"CEPSA L-D: 24H 1,098 e","CEPSA L-D: 24H 1,098 e",-3.63461,38.10078,,,,
"CEPSA L-D: 06:00-22:00 1,089 e","CEPSA L-D: 06:00-22:00 1,089 e",-0.96286,38.04711,,,,
"CEPSA L-D: 06:00-23:00 1,089 e","CEPSA L-D: 06:00-23:00 1,089 e",-0.93614,38.08692,,,,
"CEPSA L-D: 06:00-23:00 1,089 e","CEPSA L-D: 06:00-23:00 1,089 e",-0.93608,38.08728,,,,
"CEPSA L-D: 24H 1,089 e","CEPSA L-D: 24H 1,089 e",-0.93328,38.10139,,,,
"CEPSA L-D: 24H 1,080 e","CEPSA L-D: 24H 1,080 e",-0.78181,38.12356,,,,
"CEPSA L-D: 06:00-22:00 1,076 e","CEPSA L-D: 06:00-22:00 1,076 e",-0.77481,38.13944,,,,
"CEPSA Horario Especial 1,059 e","CEPSA Horario Especial 1,059 e",-1.12367,38.17631,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.84883,38.19939,,,,
"CEPSA L-D: 06:00-22:00 1,077 e","CEPSA L-D: 06:00-22:00 1,077 e",-0.84911,38.19961,,,,
"CEPSA ELF Horario Especial 1,082 e","CEPSA ELF Horario Especial 1,082 e",-0.67347,38.06228,,,,
"CEPSA L-D: 24H 1,087 e","CEPSA L-D: 24H 1,087 e",-0.56867,38.19944,,,,
"CEPSA L-D: 07:00-22:00 1,081 e","CEPSA L-D: 07:00-22:00 1,081 e",-0.76142,38.21661,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.73433,38.25869,,,,
"CEPSA L-D: 24H 1,087 e","CEPSA L-D: 24H 1,087 e",-0.69083,38.27250,,,,
"CEPSA L-D: 06:00-21:00 1,063 e","CEPSA L-D: 06:00-21:00 1,063 e",-1.66181,38.07733,,,,
"CEPSA L-D: 06:00-22:00 1,054 e","CEPSA L-D: 06:00-22:00 1,054 e",-1.80189,38.09350,,,,
"CEPSA L-D: 06:00-22:00 1,059 e","CEPSA L-D: 06:00-22:00 1,059 e",-1.85333,38.10478,,,,
"CEPSA L-D: 06:00-22:00 1,099 e","CEPSA L-D: 06:00-22:00 1,099 e",-3.76675,38.09794,,,,
"CEPSA L-D: 06:00-23:00 1,099 e","CEPSA L-D: 06:00-23:00 1,099 e",-3.76594,38.09852,,,,
"CEPSA L-D: 24H 1,100 e","CEPSA L-D: 24H 1,100 e",-3.75472,38.12581,,,,
"CEPSA L-D: 24H 1,103 e","CEPSA L-D: 24H 1,103 e",-3.61367,38.26686,,,,
"CEPSA L-D: 06:00-22:00 1,060 e","CEPSA L-D: 06:00-22:00 1,060 e",-1.31317,38.17322,,,,
"CEPSA L-D: 24H 1,060 e","CEPSA L-D: 24H 1,060 e",-1.33344,38.19394,,,,
"CEPSA L-D: 06:00-23:59 1,059 e","CEPSA L-D: 06:00-23:59 1,059 e",-1.40906,38.23682,,,,
"CEPSA L-D: 06:00-22:00 1,060 e","CEPSA L-D: 06:00-22:00 1,060 e",-1.32939,38.23778,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.49856,38.33791,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.54550,38.34314,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.54511,38.34361,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.53847,38.34414,,,,
"CEPSA Horario Especial 1,078 e","CEPSA Horario Especial 1,078 e",-0.48789,38.35553,,,,
"CEPSA L-D: 24H 1,090 e","CEPSA L-D: 24H 1,090 e",-0.43456,38.36365,,,,
"CEPSA L-D: 24H 1,088 e","CEPSA L-D: 24H 1,088 e",-0.46697,38.35928,,,,
"CEPSA L-D: 24H 1,088 e","CEPSA L-D: 24H 1,088 e",-0.46736,38.35967,,,,
"CEPSA L-D: 06:00-22:00 1,087 e","CEPSA L-D: 06:00-22:00 1,087 e",-0.48694,38.37511,,,,
"CEPSA L-D: 24H 1,093 e","CEPSA L-D: 24H 1,093 e",-0.44983,38.42622,,,,
"CEPSA L-D: 24H 1,093 e","CEPSA L-D: 24H 1,093 e",-0.45036,38.42653,,,,
"CEPSA ESPANA S.A. L-D: 24H 1,071 e","CEPSA ESPANA S.A. L-D: 24H 1,071 e",-0.77264,38.35403,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.70453,38.36943,,,,
"CEPSA L-D: 24H 1,077 e","CEPSA L-D: 24H 1,077 e",-0.70456,38.36983,,,,
"CEPSA Horario Especial 1,061 e","CEPSA Horario Especial 1,061 e",-0.78261,38.46286,,,,
"CEPSA L-D: 07:00-23:00 1,067 e","CEPSA L-D: 07:00-23:00 1,067 e",-6.39992,38.41543,,,,
"CEPSA L: 06:00-22:00 1,085 e","CEPSA L: 06:00-22:00 1,085 e",-6.44519,38.53103,,,,
"CEPSA L-D: 24H 1,071 e","CEPSA L-D: 24H 1,071 e",-6.35034,38.55796,,,,
"CEPSA L-D: 24H 1,090 e","CEPSA L-D: 24H 1,090 e",-0.25200,38.49902,,,,
"CEPSA L-D: 24H 1,090 e","CEPSA L-D: 24H 1,090 e",-0.21069,38.51672,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-0.20708,38.53468,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-0.20225,38.53597,,,,
"CEPSA L-D: 24H 1,104 e","CEPSA L-D: 24H 1,104 e",-3.47294,38.59019,,,,
"CEPSA L-D: 07:00-22:00 1,104 e","CEPSA L-D: 07:00-22:00 1,104 e",-3.40042,38.77267,,,,
"CEPSA L-D: 24H 1,104 e","CEPSA L-D: 24H 1,104 e",-3.39681,38.77888,,,,
"CEPSA ELF L-D: 06:00-22:00 1,092 e","CEPSA ELF L-D: 06:00-22:00 1,092 e",-0.03850,38.62675,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",0.06342,38.78985,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",0.06275,38.79202,,,,
"CEPSA L-D: 06:00-22:00 1,067 e","CEPSA L-D: 06:00-22:00 1,067 e",-0.61297,38.76167,,,,
"CEPSA L-D: 06:00-22:00 1,082 e","CEPSA L-D: 06:00-22:00 1,082 e",-0.44789,38.78141,,,,
"CEPSA L-D: 06:00-22:00 1,082 e","CEPSA L-D: 06:00-22:00 1,082 e",-0.44844,38.78188,,,,
"CEPSA L-D: 06:00-22:00 1,081 e","CEPSA L-D: 06:00-22:00 1,081 e",-0.60700,38.82719,,,,
"CEPSA L-D: 06:00-22:00 1,088 e","CEPSA L-D: 06:00-22:00 1,088 e",-0.51805,38.83623,,,,
"CEPSA-ELF L-D: 24H 1,079 e","CEPSA-ELF L-D: 24H 1,079 e",-0.50449,38.89571,,,,
"CEPSA L-V: 06:00-22:00; S-D: 24H 1,081 e","CEPSA L-V: 06:00-22:00; S-D: 24H 1,081 e",-0.41997,38.90225,,,,
"CEPSA L-S: 07:00-21:00 1,089 e","CEPSA L-S: 07:00-21:00 1,089 e",-0.49086,38.93094,,,,
"CEPSA L-D: 06:00-22:00 1,079 e","CEPSA L-D: 06:00-22:00 1,079 e",-0.56364,38.94150,,,,
"CEPSA L-D: 24H 1,079 e","CEPSA L-D: 24H 1,079 e",-0.56425,38.94160,,,,
"CEPSA L-S: 08:00-22:00 1,085 e","CEPSA L-S: 08:00-22:00 1,085 e",-1.55369,38.82880,,,,
"CEPSA Horario Especial 1,094 e","CEPSA Horario Especial 1,094 e",-1.50281,38.89831,,,,
"CEPSA Horario Especial 1,094 e","CEPSA Horario Especial 1,094 e",-1.58369,38.92158,,,,
"CEPSA L-D: 24H 1,104 e","CEPSA L-D: 24H 1,104 e",-3.39427,38.84828,,,,
"CEPSA L-D: 24H 1,104 e","CEPSA L-D: 24H 1,104 e",-3.38319,38.95747,,,,
"CEPSA L: 06:00-22:00 1,089 e","CEPSA L: 06:00-22:00 1,089 e",-3.35167,38.98469,,,,
"CEPSA L-D: 24H 1,069 e","CEPSA L-D: 24H 1,069 e",-6.95975,38.87275,,,,
"CEPSA L-D: 07:00-23:00 1,068 e","CEPSA L-D: 07:00-23:00 1,068 e",-6.96194,38.87874,,,,
"CEPSA L-D: 07:00-23:00 1,072 e","CEPSA L-D: 07:00-23:00 1,072 e",-6.94534,38.92160,,,,
"CEPSA L-D: 24H 1,073 e","CEPSA L-D: 24H 1,073 e",-6.44809,38.87957,,,,
"CEPSA Horario Especial 1,072 e","CEPSA Horario Especial 1,072 e",-6.38637,38.89468,,,,
"CEPSA L-D: 24H 1,070 e","CEPSA L-D: 24H 1,070 e",-6.60159,38.90002,,,,
"CEPSA L-D: 06:00-22:00 1,075 e","CEPSA L-D: 06:00-22:00 1,075 e",-6.33200,38.91505,,,,
"CEPSA L-D: 06:00-22:00 1,094 e","CEPSA L-D: 06:00-22:00 1,094 e",-3.70806,38.88510,,,,
"CEPSA L-D: 07:00-23:00 1,094 e","CEPSA L-D: 07:00-23:00 1,094 e",-3.66294,38.91494,,,,
"CEPSA L-D: 24H 1,093 e","CEPSA L-D: 24H 1,093 e",-3.75639,39.00592,,,,
"CEPSA L-D: 06:30-23:00 1,064 e","CEPSA L-D: 06:30-23:00 1,064 e",-5.88372,38.95841,,,,
"CEPSA L-D: 07:00-23:00 1,064 e","CEPSA L-D: 07:00-23:00 1,064 e",-5.85186,38.96117,,,,
"CEPSA Horario Especial 1,064 e","CEPSA Horario Especial 1,064 e",-5.78540,38.97082,,,,
"CEPSA L-D: 06:00-23:00 1,064 e","CEPSA L-D: 06:00-23:00 1,064 e",-5.79511,38.98419,,,,
"CEPSA L-D: 06:00-13:59 y 14:00-22:00 1,058 e","CEPSA L-D: 06:00-13:59 y 14:00-22:00 1,058 e",-5.68792,39.03994,,,,
"CEPSA L-D: 07:00-23:00 1,068 e","CEPSA L-D: 07:00-23:00 1,068 e",1.30922,38.97253,,,,
"CEPSA Horario Especial 1,075 e","CEPSA Horario Especial 1,075 e",1.33100,38.97506,,,,
"CEPSA L-D: 07:00-22:00 1,077 e","CEPSA L-D: 07:00-22:00 1,077 e",1.29780,38.98350,,,,
"CEPSA L-S: 07:00-22:00 1,075 e","CEPSA L-S: 07:00-22:00 1,075 e",1.49511,38.98489,,,,
"CEPSA L-D: 24H 1,082 e","CEPSA L-D: 24H 1,082 e",-0.18431,38.98306,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-0.22642,39.03906,,,,
"CEPSA L-D: 24H 1,096 e","CEPSA L-D: 24H 1,096 e",-0.22814,39.04083,,,,
"CEPSA L-D: 24H 1,089 e","CEPSA L-D: 24H 1,089 e",-1.84708,38.98413,,,,
"CEPSA L-D: 24H 1,093 e","CEPSA L-D: 24H 1,093 e",-1.93325,39.05981,,,,
"CEPSA L-D: 24H 1,093 e","CEPSA L-D: 24H 1,093 e",-1.93306,39.06053,,,,
"CEPSA L-D: 06:00-22:00 1,078 e","CEPSA L-D: 06:00-22:00 1,078 e",-0.50144,38.98444,,,,
"CEPSA L-D: 24H 1,078 e","CEPSA L-D: 24H 1,078 e",-0.51339,38.99058,,,,
"CEPSA-ELF L-D: 06:00-23:00 1,078 e","CEPSA-ELF L-D: 06:00-23:00 1,078 e",-0.53806,38.99830,,,,
"CEPSA L-D: 24H 1,083 e","CEPSA L-D: 24H 1,083 e",-0.53764,39.08981,,,,
"CEPSA L-D: 24H 1,091 e","CEPSA L-D: 24H 1,091 e",-0.52228,39.13144,,,,
"CEPSA L-D: 24H 1,087 e","CEPSA L-D: 24H 1,087 e",-0.43278,39.14914,,,,
"CEPSA L-D: 06:00-22:00 1,087 e","CEPSA L-D: 06:00-22:00 1,087 e",-0.42967,39.15875,,,,
"CEPSA L-D: 06:30-22:30 1,096 e","CEPSA L-D: 06:30-22:30 1,096 e",-3.91411,38.98747,,,,
"CEPSA Horario Especial 1,096 e","CEPSA Horario Especial 1,096 e",-3.91431,38.98792,,,,
"CEPSA L-D: 07:00-22:00 1,088 e","CEPSA L-D: 07:00-22:00 1,088 e",-4.09128,38.98972,,,,
"CEPSA L: 06:00-22:00 1,081 e","CEPSA L: 06:00-22:00 1,081 e",-3.84875,39.17416,,,,
"CEPSA L-D: 06:00-22:00 1,069 e","CEPSA L-D: 06:00-22:00 1,069 e",-0.30253,39.19758,,,,
"CEPSA L-D: 06:00-22:00 1,079 e","CEPSA L-D: 06:00-22:00 1,079 e",-0.43400,39.36692,,,,
"CEPSA L-D: 24H 1,079 e","CEPSA L-D: 24H 1,079 e",-0.43400,39.36697,,,,
"CEPSA L-D: 24H 1,091 e","CEPSA L-D: 24H 1,091 e",-0.40731,39.39233,,,,
"CEPSA L-D: 24H 1,089 e","CEPSA L-D: 24H 1,089 e",-2.71372,39.19800,,,,
"CEPSA Horario Especial 1,080 e","CEPSA Horario Especial 1,080 e",-2.59941,39.26147,,,,
"CEPSA L-D: 06:00-23:00 1,083 e","CEPSA L-D: 06:00-23:00 1,083 e",-2.78436,39.28369,,,,
"CEPSA L: 24H 1,071 e","CEPSA L: 24H 1,071 e",3.04639,39.34133,,,,
